year,employees_start,new_hires,hiring_rate_pct,revenue_billions_usd,stock_price_change_pct,gdp_growth_us_pct,unemployment_rate_us_pct,is_estimated,confidence_level,layoff_pct,workforce_growth_pct,hire_to_layoff_ratio,revenue_per_employee,layoff_pct_lag1,employees_start_lag1,revenue_billions_usd_lag1,stock_price_change_pct_lag1,new_hires_lag1,co_AMD,co_Adobe,co_Airbnb,co_Alphabet,co_Amazon,co_Apple,co_Block,co_Intel,co_LinkedIn,co_Lyft,co_Meta,co_Microsoft,co_NVIDIA,co_Netflix,co_Oracle,co_PayPal,co_Pinterest,co_SAP,co_Salesforce,co_Shopify,co_Snap,co_Stripe,co_Tesla,co_Uber,co_X (Twitter)
2013,53861,0,0.0,55.52,35.6,1.8,7.4,0,1,11.33473199532129,-11.33473199532129,0.0,1030801.5075843375,2.9999691994948714,32467.0,50.18,-7.3,22368.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,47756,7276,15.2,66.0,27.7,2.5,6.2,0,1,2.9985760951503475,12.237205796130329,5.077459874389393,1382025.2952508586,11.33473199532129,53861.0,55.52,35.6,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,53600,9822,18.3,74.99,7.6,2.9,5.3,0,1,3.0,15.324626865671643,6.1044126786824116,1399067.1641791044,2.9985760951503475,47756.0,66.0,27.7,7276.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,61814,12093,19.6,90.27,41.3,1.6,4.9,0,1,2.999320542271977,16.56420875529815,6.519137466307278,1460348.788300385,3.0,53600.0,74.99,7.6,9822.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,72053,10218,14.2,110.86,41.3,2.4,4.4,0,1,2.999181158314019,11.182046549068048,4.72617946345976,1538589.6492859423,2.999320542271977,61814.0,90.27,41.3,12093.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,80110,21064,26.3,136.82,-14.3,2.9,3.9,0,1,2.999625514916989,23.294220446885532,8.76206322795341,1707901.635251529,2.999181158314019,72053.0,110.86,41.3,10218.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,98771,23091,23.4,161.86,-18.4,2.3,3.7,0,1,2.9998683824199412,20.378451164815583,7.790485829959514,1638740.1160259591,2.999625514916989,80110.0,136.82,-14.3,21064.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,118899,19968,16.8,182.53,32.4,-2.8,8.1,0,1,2.999184181532225,13.794901555101388,5.59798149705635,1535168.5043608441,2.9998683824199412,98771.0,161.86,-18.4,23091.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,135301,25258,18.7,257.64,53.2,5.8,5.4,0,1,2.9999778272148765,15.668029061130367,6.221182266009852,1904198.7864095608,2.999184181532225,118899.0,182.53,32.4,19968.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,156500,43124,27.6,282.84,-38.0,1.9,3.6,0,1,6.0,21.555271565495207,4.592056224044298,1807284.3450479233,2.9999778272148765,135301.0,257.64,53.2,25258.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,190234,3682,1.9,307.39,88.4,2.5,3.7,0,1,5.999978973264506,-4.0644679710251586,0.3225580376697328,1615852.055889063,6.0,156500.0,282.84,-38.0,43124.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024,182502,6296,3.4,350.0,-5.5,2.8,4.1,1,0,2.99996712364796,0.4498580837470274,1.1497443389335282,1917787.2023320294,5.999978973264506,190234.0,307.39,88.4,3682.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025,183323,7176,3.9,380.0,6.3,2.3,4.2,1,0,2.9996236151492175,0.9147788329887685,1.3047272727272727,2072844.1057586882,2.99996712364796,182502.0,350.0,-5.5,6296.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2001,9000,0,0.0,3.12,-7.5,1.0,4.7,0,0,13.333333333333334,-13.333333333333334,0.0,346666.6666666667,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2002,7800,324,4.2,3.93,13.7,1.7,5.8,0,0,8.0,-3.8461538461538463,0.5184,503846.1538461539,13.333333333333334,9000.0,3.12,-7.5,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2003,7500,525,7.0,5.26,-26.9,2.8,6.0,0,0,3.0,4.0,2.3230088495575223,701333.3333333334,8.0,7800.0,3.93,13.7,324.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2004,7800,1434,18.4,6.92,-13.2,3.8,5.5,0,0,3.0,15.384615384615385,6.102127659574468,887179.4871794871,3.0,7500.0,5.26,-26.9,525.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,9000,3270,36.3,8.49,-9.3,3.5,5.1,0,0,3.0,33.33333333333333,12.066420664206642,943333.3333333334,3.0,7800.0,6.92,-13.2,1434.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,12000,2260,18.8,10.71,-18.4,2.8,4.6,0,0,3.0,15.833333333333332,6.260387811634349,892500.0,3.0,9000.0,8.49,-9.3,3270.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,13900,3517,25.3,14.84,43.8,2.0,4.6,0,0,3.0,22.302158273381295,8.413875598086124,1067625.8992805756,3.0,12000.0,10.71,-18.4,2260.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,17000,5060,29.8,19.17,-28.7,0.1,5.8,0,0,8.0,21.764705882352942,3.7178545187362233,1127647.0588235294,3.0,13900.0,14.84,43.8,3517.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
